wall_epoch,phase,gpu,memory_used_mib,utilization_pct
1787561628.2602296,control_warm_1,6,100793,0.0
1787561630.8230355,control_warm_1,3,99519,0.0
1787561630.8230355,control_warm_1,4,100793,0.0
1787561630.8230355,control_warm_1,5,100793,0.0
1787561630.8230355,control_warm_1,6,100793,0.0
1787561633.868074,control_warm_1,3,99519,0.0
1787561633.868074,control_warm_1,4,100793,0.0
1787561633.868074,control_warm_1,5,100793,0.0
1787561633.868074,control_warm_1,6,100793,0.0
1787561636.4690206,between_requests,3,99519,0.0
1787561636.4690206,between_requests,4,100793,0.0
1787561636.4690206,between_requests,5,100793,0.0
1787561636.4690206,between_requests,6,100793,0.0
1787561638.9232986,control_warm_2,3,99519,100.0
1787561638.9232986,control_warm_2,4,100793,100.0
1787561638.9232986,control_warm_2,5,100793,100.0
1787561638.9232986,control_warm_2,6,100793,100.0
1787561642.357285,control_warm_2,3,99519,100.0
1787561642.357285,control_warm_2,4,100793,96.0
1787561642.357285,control_warm_2,5,100793,100.0
1787561642.357285,control_warm_2,6,100793,96.0
1787561644.9954438,control_warm_2,3,99519,100.0
1787561644.9954438,control_warm_2,4,100793,100.0
1787561644.9954438,control_warm_2,5,100793,100.0
1787561644.9954438,control_warm_2,6,100793,100.0
1787561647.540116,control_warm_2,3,99519,100.0
1787561647.540116,control_warm_2,4,100793,100.0
1787561647.540116,control_warm_2,5,100793,100.0
1787561647.540116,control_warm_2,6,100793,100.0
1787561650.09305,control_warm_2,3,99519,100.0
1787561650.09305,control_warm_2,4,100793,100.0
1787561650.09305,control_warm_2,5,100793,100.0
1787561650.09305,control_warm_2,6,100793,100.0
1787561652.8866005,control_warm_2,3,99519,100.0
1787561652.8866005,control_warm_2,4,100793,100.0
1787561652.8866005,control_warm_2,5,100793,100.0
1787561652.8866005,control_warm_2,6,100793,100.0
1787561655.3782349,control_warm_2,3,99519,100.0
1787561655.3782349,control_warm_2,4,100793,100.0
1787561655.3782349,control_warm_2,5,100793,96.0
1787561655.3782349,control_warm_2,6,100793,100.0
1787561658.107457,control_warm_2,3,99519,100.0
1787561658.107457,control_warm_2,4,100793,100.0
1787561658.107457,control_warm_2,5,100793,100.0
1787561658.107457,control_warm_2,6,100793,100.0
1787561661.1184337,control_warm_2,3,99519,100.0
1787561661.1184337,control_warm_2,4,100793,100.0
1787561661.1184337,control_warm_2,5,100793,100.0
1787561661.1184337,control_warm_2,6,100793,100.0
1787561663.664805,control_warm_2,3,99519,100.0
1787561663.664805,control_warm_2,4,100793,100.0
1787561663.664805,control_warm_2,5,100793,100.0
1787561663.664805,control_warm_2,6,100793,100.0
1787561666.0617492,control_warm_2,3,99519,100.0
1787561666.0617492,control_warm_2,4,100793,100.0
1787561666.0617492,control_warm_2,5,100793,100.0
1787561666.0617492,control_warm_2,6,100793,100.0
1787561669.0286357,control_warm_2,3,99519,100.0
1787561669.0286357,control_warm_2,4,100793,100.0
1787561669.0286357,control_warm_2,5,100793,100.0
1787561669.0286357,control_warm_2,6,100793,100.0
1787561671.630599,control_warm_2,3,99519,100.0
1787561671.630599,control_warm_2,4,100793,100.0
1787561671.630599,control_warm_2,5,100793,100.0
1787561671.630599,control_warm_2,6,100793,100.0
1787561674.0041246,control_warm_2,3,99519,100.0
1787561674.0041246,control_warm_2,4,100793,100.0
